sample_id,phase,worker,train_index,active_edge_ratio_by_turn,active_node_ratio_by_turn,candidate_provenance_coverage,recovery_subgraph_size,final_answer_source_type
mbpp:480,phase2,1,51,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:480,phase3a,1,51,"[0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.5714285714285714, 0.5714285714285714]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:483,phase2,2,47,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:483,phase3a,2,47,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:489,phase2,1,12,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:489,phase3a,1,12,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:497,phase2,1,26,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:497,phase3a,1,26,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",1.0,0.0,sink_output
mbpp:498,phase2,1,56,"[1.0, 1.0, 1.0, 0.7142857142857143, 1.0]","[1.0, 1.0, 1.0, 0.875, 1.0]",1.0,0.0,sink_output
mbpp:498,phase3a,1,56,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.9375,0.0,stage1
mbpp:499,phase2,2,53,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.8888888888888888,0.0,stage1
mbpp:499,phase3a,2,53,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 0.75, 0.625, 0.625]",1.0,0.0,checker_approved_proposal
mbpp:506,phase2,1,50,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9166666666666666,0.0,stage1
mbpp:506,phase3a,1,50,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 0.75, 0.875]",0.9230769230769231,0.0,stage1
mbpp:512,phase2,2,20,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:512,phase3a,2,20,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:516,phase2,0,43,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:516,phase3a,0,43,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",0.9375,0.0,stage1
mbpp:52,phase2,1,0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.875, 1.0, 1.0, 0.875]",0.8,0.0,stage1
mbpp:52,phase3a,1,0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.875, 0.875, 0.875, 1.0]",1.0,0.0,sink_output
mbpp:526,phase2,1,23,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.8888888888888888,0.0,stage1
mbpp:526,phase3a,1,23,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.9375,0.0,stage1
mbpp:527,phase2,1,17,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.9090909090909091,0.0,stage1
mbpp:527,phase3a,1,17,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:531,phase2,2,2,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:531,phase3a,2,2,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:540,phase2,0,47,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",0.9333333333333333,0.0,stage1
mbpp:540,phase3a,0,47,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.9375,0.0,stage1
mbpp:547,phase2,2,18,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:547,phase3a,2,18,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:55,phase2,0,30,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:55,phase3a,0,30,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",0.9,0.0,stage1
mbpp:550,phase2,1,14,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.625, 0.625, 0.625, 0.625, 0.625]",0.9333333333333333,0.0,stage1
mbpp:550,phase3a,1,14,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9333333333333333,0.0,stage1
mbpp:552,phase2,2,30,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,5.0,stage1_anchor
mbpp:552,phase3a,2,30,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,5.0,sink_output
mbpp:560,phase2,0,32,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9411764705882353,0.0,stage1
mbpp:560,phase3a,0,32,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",0.9375,0.0,stage1
mbpp:574,phase2,0,12,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,7.0,stage1_anchor
mbpp:574,phase3a,0,12,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:576,phase2,1,47,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778]",0.9333333333333333,0.0,stage1
mbpp:576,phase3a,1,47,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9411764705882353,0.0,stage1
mbpp:577,phase2,1,27,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:577,phase3a,1,27,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:581,phase2,0,19,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.9090909090909091,0.0,stage1
mbpp:581,phase3a,0,19,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,checker_approved_proposal
mbpp:582,phase2,2,64,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.0,stage1
mbpp:582,phase3a,2,64,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.8181818181818182,0.0,stage1
mbpp:587,phase2,2,25,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",1.0,0.0,sink_output
mbpp:587,phase3a,2,25,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.625, 0.625, 0.625, 0.625, 0.625]",1.0,0.0,sink_output
mbpp:590,phase2,0,17,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,7.0,stage1_anchor
mbpp:590,phase3a,0,17,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,7.0,stage1_anchor
mbpp:596,phase2,2,23,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",1.0,0.0,checker_approved_proposal
mbpp:596,phase3a,2,23,"[0.875, 0.75, 0.75, 0.625, 0.625]","[1.0, 1.0, 0.75, 0.75, 0.875]",1.0,0.0,sink_output
mbpp:61,phase2,0,8,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:61,phase3a,0,8,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:610,phase2,2,27,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:610,phase3a,2,27,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.875, 0.875, 0.875]",0.875,0.0,sink_output
mbpp:618,phase2,0,36,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",0.875,0.0,stage1
mbpp:618,phase3a,0,36,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",1.0,0.0,sink_output
mbpp:621,phase2,0,35,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:621,phase3a,0,35,"[0.875, 0.75, 0.75, 0.625, 0.625]","[1.0, 1.0, 1.0, 0.6666666666666666, 1.0]",1.0,0.0,sink_output
mbpp:622,phase2,0,39,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9444444444444444,0.0,stage1
mbpp:622,phase3a,0,39,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:629,phase2,1,61,"[1.0, 1.0, 1.0, 1.0, 0.75]","[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666]",1.0,0.0,checker_approved_proposal
mbpp:629,phase3a,1,61,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",1.0,0.0,sink_output
mbpp:631,phase2,2,21,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:631,phase3a,2,21,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",0.9375,0.0,stage1
mbpp:645,phase2,1,35,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,5.0,stage1_anchor
mbpp:645,phase3a,1,35,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.875, 0.875, 1.0, 1.0]",0.8333333333333334,5.0,sink_output
mbpp:646,phase2,1,63,"[1.0, 0.75, 1.0, 0.75, 0.75]","[0.8333333333333334, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",1.0,0.0,checker_approved_proposal
mbpp:646,phase3a,1,63,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,checker_approved_proposal
mbpp:652,phase2,2,44,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:652,phase3a,2,44,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",1.0,4.0,stage1_anchor
mbpp:653,phase2,1,45,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:653,phase3a,1,45,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9166666666666666,0.0,stage1
mbpp:655,phase2,2,3,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",1.0,0.0,sink_output
mbpp:655,phase3a,2,3,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",0.9333333333333333,0.0,stage1
mbpp:659,phase2,2,33,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:659,phase3a,2,33,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9411764705882353,0.0,stage1
mbpp:660,phase2,0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",0.9375,0.0,stage1
mbpp:660,phase3a,0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:668,phase2,1,44,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",0.9230769230769231,0.0,stage1
mbpp:668,phase3a,1,44,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:669,phase2,1,7,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9411764705882353,0.0,stage1
mbpp:669,phase3a,1,7,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:673,phase2,1,41,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,checker_approved_proposal
mbpp:673,phase3a,1,41,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:676,phase2,2,59,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:676,phase3a,2,59,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 0.8333333333333334]",1.0,0.0,sink_output
mbpp:680,phase2,0,20,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:680,phase3a,0,20,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.8333333333333334, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:690,phase2,0,45,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 0.8571428571428571, 0.8571428571428571, 1.0]",1.0,0.0,sink_output
mbpp:690,phase3a,0,45,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:698,phase2,1,2,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",1.0,0.0,sink_output
mbpp:698,phase3a,1,2,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9411764705882353,0.0,stage1
mbpp:706,phase2,1,18,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:706,phase3a,1,18,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:713,phase2,2,4,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 0.8571428571428571, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:713,phase3a,2,4,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 0.875, 0.875]",1.0,0.0,sink_output
mbpp:72,phase2,0,31,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778]",1.0,0.0,sink_output
mbpp:72,phase3a,0,31,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",0.9,0.0,stage1
mbpp:721,phase2,0,34,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:721,phase3a,0,34,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:722,phase2,1,52,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",0.8,0.0,stage1
mbpp:722,phase3a,1,52,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.625, 0.625, 0.625, 0.625, 0.625]",1.0,0.0,sink_output
mbpp:726,phase2,2,41,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:726,phase3a,2,41,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:735,phase2,1,8,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:735,phase3a,1,8,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",1.0,5.0,stage1_anchor
mbpp:737,phase2,2,60,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",1.0,0.0,checker_approved_proposal
mbpp:737,phase3a,2,60,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778]",1.0,0.0,sink_output
mbpp:74,phase2,1,10,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:74,phase3a,1,10,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:740,phase2,2,37,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.8461538461538461,0.0,stage1
mbpp:740,phase3a,2,37,"[0.875, 0.75, 0.75, 0.625, 0.625]","[1.0, 1.0, 1.0, 0.625, 0.875]",0.8571428571428571,0.0,stage1
mbpp:742,phase2,2,39,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:742,phase3a,2,39,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,checker_approved_proposal
mbpp:75,phase2,0,40,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",0.9230769230769231,0.0,stage1
mbpp:75,phase3a,0,40,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:761,phase2,2,48,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:761,phase3a,2,48,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",1.0,7.0,stage1_anchor
mbpp:764,phase2,1,29,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:764,phase3a,1,29,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,checker_approved_proposal
mbpp:770,phase2,0,15,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778]",0.9,0.0,stage1
mbpp:770,phase3a,0,15,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,checker_approved_proposal
mbpp:79,phase2,2,40,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",0.9444444444444444,0.0,stage1
mbpp:79,phase3a,2,40,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:791,phase2,1,1,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:791,phase3a,1,1,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778]",0.9375,0.0,stage1
mbpp:794,phase2,0,28,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9230769230769231,0.0,stage1
mbpp:794,phase3a,0,28,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9411764705882353,0.0,stage1
mbpp:795,phase2,0,10,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.8571428571428571,0.0,stage1
mbpp:795,phase3a,0,10,"[0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.5714285714285714, 0.5714285714285714]","[1.0, 1.0, 1.0, 1.0, 0.8571428571428571]",0.9,0.0,stage1
mbpp:796,phase2,1,20,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.875,0.0,sink_output
mbpp:796,phase3a,1,20,"[0.75, 0.625, 0.625, 0.5, 0.5]","[1.0, 1.0, 1.0, 1.0, 0.6666666666666666]",0.8,0.0,sink_output
mbpp:810,phase2,2,16,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:810,phase3a,2,16,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:811,phase2,2,19,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0]",1.0,0.0,sink_output
mbpp:811,phase3a,2,19,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:822,phase2,2,8,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9166666666666666,0.0,stage1
mbpp:822,phase3a,2,8,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9523809523809523,0.0,stage1
mbpp:83,phase2,0,26,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9411764705882353,0.0,stage2
mbpp:83,phase3a,0,26,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",0.9375,0.0,stage1
mbpp:830,phase2,1,58,"[1.0, 1.0, 1.0, 0.75, 0.375]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:830,phase3a,1,58,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",0.9166666666666666,0.0,stage1
mbpp:833,phase2,1,6,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",1.0,0.0,sink_output
mbpp:833,phase3a,1,6,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",0.6666666666666666,0.0,stage1
mbpp:839,phase2,1,64,"[1.0, 1.0, 0.75, 0.5, 0.5]","[1.0, 1.0, 1.0, 0.8333333333333334, 0.6666666666666666]",1.0,0.0,sink_output
mbpp:839,phase3a,1,64,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:841,phase2,0,49,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:841,phase3a,0,49,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:85,phase2,1,57,"[1.0, 1.0, 1.0, 0.625, 0.75]","[1.0, 1.0, 1.0, 1.0, 0.8571428571428571]",1.0,0.0,sink_output
